content,score
"Aplikasi saya ditangguhkan padahal saya gtw kesalahan apa,pengen login g bs lagi pengen berhenti langganan gda jawaban , tolong min berhenti langganan gmn caranya soalnya saya sdh g bs login lagi",1
"GAK BISA LOGIN!! BUAT AKUN BARU JUGA GAK BISA!! ""TERJADI MASALAH!"" -89/100",1
Akun gua kekunci tanpa alasan awal nya bisa nonton 1x sudah berlangganan malah ke kunci,1
"cape bgt install uninstall saya login menggunakan seluler, dan memakai nomer +62 dan selalu gagal login dikarenakan kode negara +62 tidak didukung dan disarankan login menggunakan kode negara lain. Lahhh 🥴🥴",1
"Idihh cuihh jelek bgt aplikasi nya. Gak heran bintangnya cumn 3,6. Ini Developernya gak ada niatan buat perbaikin aplikasinya kah? Goblokkk goblokk Developer nya GOBLOKK",1
Susah kali mau buat akun,1
"Apk rusak ga usah didownload apaan udah berlangganan giliran mau login ga bisa, pakai cara apapun tetap ga bisa, nomor telepon tidak ditemukan lah, akun ada dikunci, apasihh kocak banget nih apk jelek, menyesall saya bintang 1👎👎👎 menyebalkan",1
"Hasil kutak kutik, Ternyata penyebab layar hitam pada tontonan prime, adalah pengaturan akselerasi perangkat keras. Dinonaktifkan saja.",3
"Saya sudah membeli paket Telkomsel yang gratis Prime Video, tp ketika mau nonton, malah disuruh beli paket lagi.",5
Tidak bisa login atau daftar email,1
Aplikasi taiiikmm gak bisa login,1
"Hati hati kalau di minta upgrade, kalau mau bayar ningkatin paket baca bener bener kalo ga lo bakal nyesel, sekalipun lo udah langganan paket kalo lo beli paket yang sama tetep bakal terbeli dan bayar paket walau lo udah punya yang ""MOBILE"" jadi kalo mau upgrade pastiin tulisan ""PRIME VIDEO"" bukan ""PRIME VIDEO MOBILE"" sebelum lo nyesel karena merasa udah upgradr ternyata belum karena lo masih beli paket yang sama ""PRIME VIDEO MOBILE"" UPGRADE PRIME VIDEO YANG TULISAN PAKETNYA HANYA ""PRIME VIDEO""",1
Si paling ribet... Bikin habis kuota aja,1
"aplikasi sampah, daftar eror mulu",1
saya tidak bisa daftar akun prime video. Padahal saya sudah ada paketan telkomsel untuk prime video. Tolong segera ditindaklanjuti,1
Love it,5
Cannot making account,5
Okee semoga filmny lbih bnyk kedepannya,5
Kode negara+62 tidak didukung.coba gunakan nomer seluler kode negara lain🤡 gak jelas tolol,1
Apk aneh masa gak bisa login,1
Pembuatan akun error terus,1
"Selalu ada delay subtitle, kadang layar juga black screen. tolong diperbaiki",3
Bagus,5
Ini aplikasi nggak jelas Belum juga menggunakan aplikasi nya login aja susah minta ampun sudah coba berkali kali tetap saja tidak bisa login saya tidak rekomendasi apk ini..👎👎👎,1
"Kecewa, aplikasinya gak jelas dan instruksi tidak jelas.. Udah berlangganan dan payment, tapi vidio tetap tidak bisa di buka/play, sekarang akun saya malah di bekukan .. hadeehhh, sampah",1
"Ribet, buat akun aja ribet bgt",2
"Ga ngerti dah ama konsepnya , download lamaaaaaaa gagal terus, kasian yg bikin filmnya alamat gakan laku kalo dimari wwkwkkwkw. Prime vidio bkin bnyk org kecewa yak liat di review2nya hahah , dah mnding apus ajalah apk nya min drpd lu bikin bnyk org kesel 😂",1
Ini gimana caranya akun baru daftar terkunci aplikasi ribet daftarnya ketimbang yg lain dah saldo ke potong tapi gabisa masuk aplikasi,1
"Pembayaran menggunakan Pulsa Telkomsel 75.000. tapi masih tidak berlangganan. Malah akun saya di Hold. Dan diminta lampurkan CC, Pembayaran Dan Lain2. Ribet2.",1
Kalo memang sudah gak lagi kerja sama dengan telkomsel jangan ada lagi bonus langganan prime video saat beli paket internet. Kecewa banget. Saya mau komen juga di aplikasi telkomsel.,1
Susah mendaftar,1
"Ini aplikasi berlangganan gak jelas, Filmnya gak bisa dilihat, cuma suaranya saja yg kedengeran, kayak dengerin radio. Rugi dong sudah bayar tapi gak bisa ditonton.",2
Nice,5
Apl tolol,1
Film nya gak seseru apk sebelah,1
"Nyesel gw langganan prime, tiba2 vidio gk bisa di puter",1
Susah log.in parah,1
Good app,5
"""Kode negara +62 tidak didukung"", padahal buat akunnya bisa logiknya gak bisa",1
Apasih kok gk bisa bikin akun baru gini.. tulisannya mesti erorrr muluu,1
"Hi pihak prime vidio,, aku menikmati menonton menggunakan aplikasi ini hanya ada beberapa masalah yang perlu di perbaharui, film The hobbit ngak ada subtitle Indonesia,, film yang lain juga ngak ada subtitle nya, kedua ada beberapa film yang aku cari tapi tidak ada, seperti harry Potter, narnia, dan the twilight saga dan beberapa film lainnya ngak ada, mohon di tambahkan karena aku lebih suka film di bawah tahun 2020-an.",4
Saranku jangan download. Mending cari film bajakan aja. Karena prime Login susah. Sudah bayar tapi tetap ga bisa login. Ga bisa diberhentikan langganannya juga. Bener2 ga guna. Cuma nyedot pulsa saja.,1
App jelek!!!!,1
Uda download uda login eh tetiba muncul kotak2 suruh masukin kode angka 6 digit.. pdahal login di devices lain ga ada kode.paa nyoba pake kode angka jg tetep ga bs masuk ke home...haha aneh,1
"Aplikasi tolol, di ketik film apa dan munculnya apa. BOT",1
Ok,4
Segala halnya ribet bgt dan bikin pusing dari mulai log in pakai nomor hp tapi pas mau masukin kode gk bisa padahal udh ulang beberapa kali masih gk bisa dicoba keesokannya tetep gk bisa. Tolong verifynya ribet bgttttt,1
apasih udh regis tapi gabisa berlangganan,2
"Untuk daftar aja susahnya minta ampun, gangguan terus",1
Saat login disuruh masukan huruf selalu salah padahal yang saya masukan sudah benar.... 👎👎👎👎,1
aneh udah bayar di paketan telkomsel tapi tidak bisa digunakan! penipu,1
Ribet,1
"Log in susah banget, keterangan nya kode no telepon +62 tidak didukung dan coba gunakan negara lain. Padahal jelas-jelas dapat free telkomsel, dulu pas free disney+ hotstar gak seribet ini. Sangat mengecewakan",1
"Apk ga jelas. Login aja ga bisa bisa, eror Mulu lol",1
Apik,5
Apk gk jelas daftar nya ribet banget,1
Bangus pilihan film banyak cuman film terbaru belum ada,5
The Best Movie,5
Mau langganan aja ribet bayarnya,1
"apl tidak berguna ,bintang",1
Sangat membantu,5
Good,5
Sayangnya gak update Drakor,4
"Wow amazing, aplikasi yang sangat menghibur, awalnya memang susah tapi setelah dipelajari, wow mengasikan, thnk prime thanks tsel.",4
Gratis dari telkomsel,5
Gak bisa login pakai nomor padahal masih ada langganan 👎,1
Kenapa nomor indonesia tidak terdaftar? orang sudah berlangganan giliran nomor dikasih masuk malah nomor indo tdk terdaftar,1
"sudah berlangganan namun tidak bisa di tonton, sudah mengikuti cara cara yg di beri tahu di apk namun tetap tidak bisa di tonton.",1
login/registrasi aja susah banget,1
"Tidak bisa login katanya, +62 gak bisa katanya stresss",1
"Transaksi berlangganan berhasil tapi ga bisa di tonton, rugi parah",1
Maksudnya enak2 nonton trs layarnya jadi hitam cuman suara doank itu apa ya?,1
apk scam,1
Ok,5
Apk babi susah lalu login padahal udh ad akun nx msh aja susah,1
"streaming video tapi gak bisa milih kualitas video, itu benar benar konyol",1
"Oi tolong lah, kenapa Star Trek: Lower deck season 3 & 4 gak bisa di tonton, Udah berbulan² update tapi tetep sama aja",1
"Video tidak menampilkan gambar, layar hitam hanya ada suara",1
Mantab,5
Gelap woi prime video gw,1
"Aplikasinya keren, tapi film Indonesianya tolong dibanyakin lagi dong",5
Cant login,1
Sign up aja susah bgt.,1
Aplikasi gk jelas,1
"Susaaahhh loginnya,, ribet banget 😌",1
"Aplikasinya ga bisa dibuka,tidak diizinkan di internal,pelayanan sangat burukkk",1
Mau daftar aja susah kali login,1
3 hari awal aman-aman saja. Setelah itu layar hitam dan hanya terdengar suara saja,1
Kode negara +62 tidak di dukung,1
jelek 🦶🏻,1
Nice,5
lebih byk lagi film box office terbaru,5
memuaskan,5
Aplikasi pemancing emosi... Selamat mencoba 🙏🙏🙏,1
"kenapa gabisa login pake nomor indo ?,setiap coba login pake nomor +62 ada peringatan kalau nomor negara tidak didukung",1
gak bisa login,1
"Ini gimana sih, saya udh berhasil buat akun lewat mobile krn ada promo dr telkomsel. Tp ketika sy mau log in pake nomor saya, malah tulisannya kode negara 62 tidak didukung coba gunakan kode negara lain ? Maksud ???? Sia sia dong promonya ini. Tolong ini solusinya gimana ???",1
Permisi pak/Bu saya sudah melakukan pembayaran dari Shopee tapi ko saya masih belum bisa menonton yah,1
"wkwkkwk ""kode negara +62 tidak tersedia"" niat nonton lol yang ketawa kalah malah gini apliaksi nya busuk banget, untung cuma beli yang 8k",1
"baru mau login aja susah bgt, kesalahan internal mulu",1
Pembayaran berlangganan sudah dilakukan via dana dan berhasil tapi belum bisa menonton!!,1
Nice to have,5
Suka No ntn di Prime. Film nya bagus2,5
"Udah langganan, tapi login gagal terus. Email katanya tidak terdaftar",1
nice,5
Tidak ada subtitle bahasa Indonesia 😮‍💨,1
tambah acara tvnya ya,4
Aplikasi kntl banyak drama login doang kntl kntl,1
Gak jelas buat akun susah kesalahan internet trus,1
"Kualitas buruk dan tidak memudahkan user dalam menggunakan aplikasi. ternyata yg kasih bintang dikit bukan cuman Saya, beda sama aplikasi sebelah yg selalu jdi langganan dan mudah digunakan, membuat akun atau mau melakukan pembayaranpun mudah",1
Ok,5
Gak jelas masa nonton film nya tiba2 nge Freeze trs the skip2 sendiri Ampe selesai,1
Bagus,5
"Bagus..cuman jatang upadate film terbaru..mohon selalu update untuk film yg terbaru,terima kasih",4
Daftarnya susah,1
Daftarnya gagal terus. Gajelas Udah isi kode otp tapi gagal terus.,1
Tidak bisa login. Pdahal baru beli paket.nya dari telkomsel mau do web atau di aplikasi.nya tetap tidak bisa login,2
Udah daftar malah gabisa login,1
baru mau buat akun aja udah masalah internal wkwk,1
so bad!!!!,1
"Tolol, ga bisa login.",1
Mantap,5
Bgus,5
Sangat bagus,5
Ini gimna udah bayar ko ngga bisa nonton si,2
Mau mask aja susah nyaaaa mintak ampuuun,2
"Banyak minus nya, kadang gabisa login alasan nya nomor tidak terdaftarlah apalah... padahal nomor sebelumnya sering saya pakai buat menonton, tolong diperbaiki",1
Translatenya telat Tapi untuk aemuanya bagus,4
"Saya beli paket quota telkomsel yg ada free primevideo nya, tp primevideo nya gak mau ke buka, saya diharuskan berlangganan, udah beragam cara saya cb nomor hp sm email sama tetap.aja disuruh berlangganan",1
"Layanan Streaming yang lengkap, pilihan filmnya banyak, program menarik",5
Amazon keren poko'e,5
paket telkomsel hanya gimick,1
"Tolong sediakan verivikasi email untuk memudahkan log-in tanpa nomor telpon, menggunakan nomor telpon untuk log-in melalui apliaksi sangat sulit.",2
Kode negara +62 tidak bisa didukung apa maksudnya? Tidak bisa login saya,1
Aplikasi tololll.. udh beli paket malah akun gabisa login dan harus bikin akun baru terus beli paket lagi.. gitu cara ngambil keuntungan? Mending NETFLIX,1
Kenapa prime video saya tidak premium lagi? Padahal saya ada paket langganan dari telkomsel?,2
"Film yang di download tidak ada suaranya, dan mutar ulang terus. Tolong perbaiki.",4
Buruk,1
Film nya bagus-bagus dan jernih.,5
"Ga bisa login ,,, daftarnya juga error terus",1
Baru 2 kali nonton gambarnya selalu hilang yg ang cuma suara,2
Good,4
Sangat menghibur,5
"Harus langganan langsung lewat aplikasinya, gak bisa lewat beli paket dari hasil promo. Dah 2* coba hangus semua bayar percuma",3
"Baru pertama kali mau daftar aja sudah susah, jadi saya tidak akan membeli atau login di aplikasi ini",1
"Sering ga da gambarx, cuma ada suara tp ini sdh ada lagi tolong d perbaiki lgi",4
I love hindi movies,5
SAYA SUDAH BAYAR LANGGANANNYA.. TAPI TIDAK BISA DI GUNAKAN.. TOLONG DONG DI PERBAIKI APLIKASINYA,1
"berlangganan ini buat nonton Young Sheldon Season 7, ada sih di prime video tapi GABISA DI PLAY BUAT APA??? KALO MAU SCAM JANGAN GINI LAH, KALO GAADA YAH BILANG GAADA BUKANNYA SOSOAN USAH MASUKKIN ITU SERIES DI LIST EPISODENYA, MAU REFUND JUGA GABISA, hati-hati guys ini apk SCAM (Akan saya hapus kalau Young Sheldon Season 7 Beneran bisa di play bukan cuma di pajang)",1
"Ribet bangwt mau masuknya, disuruh daftar, pas isi data2 salah mulu, auto delete aplikasi ini",1
"Sudah daftar akun pakai bonus my telkomsel , pas login ke aplikasi nya malah Kode negara +62 tidak didukung",1
"T*0L*0L tidak bisa mendaftar, karena kode otp tidak pernah terkirim,",1
"Buat streaming sih bagus2 aja ,cuma kalau download suka error ,terpaksa download ulang jadi sementara kasih bintang 3 dulu nanti kalau sudah di fix Tambah jadi Bintang 5",3
Dapet bonus dri pembelian di aplikasi Telkomsel malah tidak bisa di pakai 🙂,1
"Susah njing ,login nya ,udah ngikutin line bener salah Mulu",1
ga bisa login jangan di download,1
Bagus tp filmnya bosen,3
Oi kasi kode register nya jan tidur keln dj kantor,3
Jempol,5
Login susah padahal akun,1
SAMPAHHHH,1
"Saldo udah kepotong, tapi tetap gabisa berlangganan, udah liat tutor youtube ttp aja gabisa. Malah di playstore nyuruh login ke amazon dulu padahal udah login di aplikasi. Parah banget ni kalo gini.",1
Black screen whole the time,1
"Ga bisa login coz Kode negara tidak support, percuma dpt bonus active customer",1
Perbanyak lagi film dan series thriller action,5
"Sorry dikasih bintang 1 dulu. Sebelumnya sudah login. Tapi ketika mau login, malah gak bisa, keterangan akun dilunci sementara? Kenapa ???? Selain itu UI untuk login nya kurang menarik.",1
Filmnya bagus,5
"Kalau saya sedang download film, sudah 1gb an malah eror, alhasil hilang, pdhl saya memakai kuota, aslinya bagus masalahnya hany itu",2
"Awal log in berhasil dan sempat bisa namun berhenti ditengah streaming,dan ketika coba putar lagi tidak bisa.. padahal saya dapat gratis langganan dari paket halo my telkomsel. Saya coba log out lagi,malah ketika log in masa kode negara tidak di dukung.. gimana ini??",1
Aplikasi yg baik,5
"Langganan karena dpt bonus dr Telkomsel, ternyata tidak bisa di pake, Telkomsel harus meninjau kerjasamanya dengan Prime",1
"Susah bet, nyebelin udh daftar buat seminggu pake no HP, login sana sini gk bisa, gaje bat",1
Puas nonton ini Terima kasih sudah available film petualangan Sherina 2 dan gak sabar tunggu film induk gajah 2 di prime video.,4
"ribet, mau daftar ga bisa terus. tulisannya One Time Password.",1
"saldo udah kepotong,tapi tetep gabisa nonton filmnya..apk stream ter-buruk yang pernah saya download.. apk tlol bangst..",1
Filmnya bagus2.. klu bisa ad tambahan film baru lgii,5
Gak bisa login woii???!!!!!!!,1
Tambahkan live tv makin keren,5
"aplikasi goblk gabisa bikin akun ,kode otp ke wa ga ada mulu, hapus apk ini dari playstore!!!!",1
Saya baru klaim hadiah 1 bulan gratis dari Telkomsel kenapa akun saya harus ditutup? Saya sudah bilang tidak ada kode billing dari hadiah voucher gratis Telkomsel,1
"Kalau nonton layar nya suka hitam ga ada gambar, cuma ada suara & text aja.",1
Apk rusak. Mau daftar aj gk bisa bisa. Padahal internet 4G+,1
Ok lah,5
Lumayann,4
"Setelah upadate versi terbaru video tidak kaluar gambarnya, hanya suara saja. Saya sudah coba ganti koneksi dengan wifi tapi masih sama saja. Mohon segera diatasi.",2
Oke,5
Fitur pemutaran video masih sangat kurang,3
"Kecewa banget sih sama Prime, udah berlangganan tapi masih harus suscribe, setelah berhenti berlangganan malah ga ada pengembalian dana, nyesel berlangganan disini udah sekarang mending yang pasti aja di netflix",1
Gratis njir dari Telkomsel,5
"error terus mau login dengan no telfon, kode +62 (kode negara Indonesia) selalu tidak bisa",1
Kenapa bnyk serial tv yg tidak ada seperti the rookie dan yg lain nya,1
Sudah langganan. Malah kode negara +62 tidak didukung.,1
Mau login aja susah setengah mati,1
Aplikasi tidak bisa untuk mendaftar akun,1
Oke banget,5
Jelek,1
error gak jelas!!!!,3
Filmnya bagus kualitas videonya,5
Dapat bonus preme video dari Telkomsel sudah di download tp eror trs pas dibuka gk bisa gmn...?,3
Kenapa kode+62 gk bisa login? Saya udah beli paket untuk berlangganan lho tp gk bsa di akses. Yg bener aaje ruugi dong. Benerin lah ini woyy,1
buat akun kaga bisa2 aplikasi NAJISSS,1
Aplikasi tolol gak bisa login,1
APLIKASI BABII LOGIN AJA SUSAH BANGET ANJENGG !!!!!,1
KANTOR HUKUM PAS,5
Sangat kesulitan saat membuat akun,1
"Dpt gratisan dr telkomsel, udah daftar dan dowload tp pas mo log in error terus muter2 , alesan otp lah..yg terakhir kt nya nomer +62 tdk terdaftar..aplikasi aneh",1
Susah buat akun banyak kendala,3
Mantab👍🏼👍🏼👍🏼,5
Mantap,5
"Best terus"" Kerja sama Telkomsel:)",5
Beli paket si merah. Login gagal krena kode negara +62 tidak didukung. Trus bagaimana caranya login?,1
sdh bayar berlangganan tapi tidak bisa login,1
Sdh di update masih tdk bisa dipakai😒sdh berlangganan tapi waktu video mau ditonton layarnya hitam terus,1
Gagal login teruss,1
good,5
Bagus,5
kocak bgt daftar gabisa bisa wkwk,1
Keren,4
Susah login!!!!!!!,1
"Sdh beli paket di telkomsel,tapi aplikasi tdk dapat digunakan, krn kode negara +62 tidak didukung... ini Penipuan",1
"Sungguh sangat memberi hiburan yang sangat sangat berarti, terutama ketika sedang lelah dengan segala aktifitas , terima kasih Prime Video",5
Periksa keamaannya bikin bingung. Ribet aj. Mending konfirmasi Gmail atau password no.hp gtu. Ga bisa login jdnya,1
Ini gimna ka saya udh berlangganan 1 bulan kenapa gx bisa nonton film???? Masa aktif masih ada kok sampe tgl 10 agustus,1
